volunteer,channel,ETC for EyesOpen,ETC for EyesClosed
S061,T8,0.06364583333333333,0.053020833333333336
S061,T9,0.058333333333333334,0.059375
S061,T10,0.05510416666666667,0.05458333333333333
S061,TP7,0.058958333333333335,0.0575
S061,TP8,0.06729166666666667,0.05125
S061,P7,0.059583333333333335,0.04864583333333333
S061,P5,0.060625,0.0490625
S061,P3,0.059270833333333335,0.04958333333333333
S061,P1,0.0615625,0.049895833333333334
S061,Pz,0.058229166666666665,0.04697916666666667
S061,P2,0.059166666666666666,0.0459375
S061,P4,0.059583333333333335,0.04708333333333333
S061,P6,0.059895833333333336,0.045208333333333336
S061,P8,0.063125,0.04625
S061,PO7,0.058854166666666666,0.04666666666666667
S061,PO3,0.058020833333333334,0.04708333333333333
S061,POz,0.059895833333333336,0.044270833333333336
S061,PO4,0.06291666666666666,0.04614583333333333
S061,PO8,0.058645833333333335,0.04479166666666667
S061,O1,0.06177083333333333,0.04552083333333334
S061,Oz,0.060833333333333336,0.04510416666666667
S061,O2,0.06229166666666667,0.044375
S061,Iz,0.06177083333333333,0.049791666666666665
S062,FC5,0.06458333333333334,0.0603125
S062,FC3,0.064375,0.059583333333333335
S062,FC1,0.06322916666666667,0.06135416666666667
S062,FCz,0.06229166666666667,0.059375
S062,FC2,0.06375,0.059166666666666666
S062,FC4,0.0646875,0.058541666666666665
S062,FC6,0.063125,0.059166666666666666
S062,C5,0.06010416666666667,0.058541666666666665
S062,C3,0.059270833333333335,0.0575
S062,C1,0.06208333333333333,0.059583333333333335
S062,Cz,0.06125,0.0559375
S062,C2,0.0621875,0.0546875
S062,C4,0.0621875,0.0553125
S062,C6,0.06270833333333334,0.058854166666666666
S062,CP5,0.058333333333333334,0.0584375
S062,CP3,0.059375,0.0571875
S062,CP1,0.059479166666666666,0.056979166666666664
S062,CPz,0.06395833333333334,0.05541666666666667
S062,CP2,0.060833333333333336,0.05489583333333333
S062,CP4,0.06041666666666667,0.05458333333333333
S062,CP6,0.0578125,0.05395833333333333
S062,Fp1,0.0646875,0.05979166666666667
S062,Fpz,0.0659375,0.061875
S062,Fp2,0.06604166666666667,0.06072916666666667
S062,AF7,0.06510416666666667,0.06197916666666667
S062,AF3,0.06385416666666667,0.0628125
S062,AFz,0.0646875,0.06208333333333333
S062,AF4,0.06427083333333333,0.06135416666666667
S062,AF8,0.06375,0.06145833333333333
S062,F7,0.06645833333333333,0.06114583333333334
S062,F5,0.06458333333333334,0.06072916666666667
S062,F3,0.0628125,0.06208333333333333
S062,F1,0.06604166666666667,0.06010416666666667
S062,Fz,0.06270833333333334,0.060208333333333336
S062,F2,0.06489583333333333,0.059375
S062,F4,0.06447916666666667,0.059375
S062,F6,0.06322916666666667,0.06177083333333333
S062,F8,0.0653125,0.06135416666666667
S062,FT7,0.06239583333333333,0.06197916666666667
S062,FT8,0.06322916666666667,0.06166666666666667
S062,T7,0.06385416666666667,0.0621875
S062,T8,0.063125,0.06010416666666667
S062,T9,0.0646875,0.06072916666666667
S062,T10,0.06583333333333333,0.059895833333333336
S062,TP7,0.06145833333333333,0.060625
S062,TP8,0.0609375,0.056875
S062,P7,0.05875,0.05583333333333333
S062,P5,0.06,0.055
S062,P3,0.05979166666666667,0.0521875
S062,P1,0.0584375,0.0521875
S062,Pz,0.060625,0.051458333333333335
S062,P2,0.06072916666666667,0.051458333333333335
S062,P4,0.0615625,0.05125
S062,P6,0.061875,0.050416666666666665
S062,P8,0.0596875,0.0521875
S062,PO7,0.057708333333333334,0.05354166666666667
S062,PO3,0.0590625,0.051770833333333335
S062,POz,0.06041666666666667,0.0496875
S062,PO4,0.06104166666666667,0.049895833333333334
S062,PO8,0.06135416666666667,0.04677083333333333
S062,O1,0.0571875,0.052708333333333336
S062,Oz,0.06447916666666667,0.04864583333333333
S062,O2,0.06197916666666667,0.04864583333333333
S062,Iz,0.0634375,0.051458333333333335
S063,FC5,0.06458333333333334,0.06739583333333334
S063,FC3,0.06229166666666667,0.0596875
S063,FC1,0.06333333333333334,0.06041666666666667
S063,FCz,0.06416666666666666,0.06041666666666667
S063,FC2,0.0646875,0.059166666666666666
S063,FC4,0.06447916666666667,0.060520833333333336
S063,FC6,0.06447916666666667,0.0634375
S063,C5,0.06697916666666667,0.06229166666666667
S063,C3,0.063125,0.06135416666666667
S063,C1,0.0634375,0.059583333333333335
S063,Cz,0.06427083333333333,0.06072916666666667
S063,C2,0.06520833333333333,0.06072916666666667
S063,C4,0.0653125,0.06114583333333334
S063,C6,0.06708333333333333,0.06427083333333333
S063,CP5,0.06479166666666666,0.06239583333333333
S063,CP3,0.06375,0.06104166666666667
S063,CP1,0.06489583333333333,0.06177083333333333
S063,CPz,0.06572916666666667,0.06166666666666667
S063,CP2,0.06552083333333333,0.0596875
S063,CP4,0.06552083333333333,0.06385416666666667
S063,CP6,0.0659375,0.057291666666666664
S063,Fp1,0.06927083333333334,0.06166666666666667
S063,Fpz,0.06645833333333333,0.059895833333333336
S063,Fp2,0.0678125,0.06041666666666667
S063,AF7,0.06520833333333333,0.06291666666666666
S063,AF3,0.06614583333333333,0.060208333333333336
S063,AFz,0.06583333333333333,0.05875
S063,AF4,0.06739583333333334,0.061875
S063,AF8,0.06760416666666667,0.06114583333333334
S063,F7,0.0671875,0.0634375
S063,F5,0.05645833333333333,0.06427083333333333
S063,F3,0.049166666666666664,0.06114583333333334
S063,F1,0.04927083333333333,0.06104166666666667
S063,Fz,0.050520833333333334,0.060208333333333336
S063,F2,0.065,0.06333333333333334
S063,F4,0.06520833333333333,0.06291666666666666
S063,F6,0.06739583333333334,0.06229166666666667
S063,F8,0.0678125,0.06166666666666667
S063,FT7,0.05541666666666667,0.06364583333333333
S063,FT8,0.0471875,0.06572916666666667
S063,T7,0.06166666666666667,0.06270833333333334
S063,T8,0.0415625,0.06322916666666667
S063,T9,0.06614583333333333,0.06541666666666666
S063,T10,0.021041666666666667,0.06416666666666666
S063,TP7,0.06645833333333333,0.06072916666666667
S063,TP8,0.049166666666666664,0.06583333333333333
S063,P7,0.06895833333333333,0.06364583333333333
S063,P5,0.06677083333333333,0.06364583333333333
S063,P3,0.0646875,0.06447916666666667
S063,P1,0.06427083333333333,0.06302083333333333
S063,Pz,0.0659375,0.06177083333333333
S063,P2,0.06614583333333333,0.06166666666666667
S063,P4,0.06697916666666667,0.0609375
S063,P6,0.06010416666666667,0.06447916666666667
S063,P8,0.06375,0.06291666666666666
S063,PO7,0.0678125,0.06510416666666667
S063,PO3,0.06614583333333333,0.0640625
S063,POz,0.0665625,0.0634375
S063,PO4,0.06802083333333334,0.06520833333333333
S063,PO8,0.06510416666666667,0.0625
S063,O1,0.06822916666666666,0.06260416666666667
S063,Oz,0.0678125,0.06125
S063,O2,0.06572916666666667,0.0653125
S063,Iz,0.058854166666666666,0.06552083333333333
S064,FC5,0.064375,0.06333333333333334
S064,FC3,0.0625,0.06270833333333334
S064,FC1,0.06104166666666667,0.06260416666666667
S064,FCz,0.0625,0.0621875
S064,FC2,0.06197916666666667,0.0596875
S064,FC4,0.0628125,0.06260416666666667
S064,FC6,0.061875,0.06364583333333333
S064,C5,0.06572916666666667,0.06583333333333333
S064,C3,0.06291666666666666,0.0634375
S064,C1,0.063125,0.0625
S064,Cz,0.06427083333333333,0.060208333333333336
S064,C2,0.0646875,0.06208333333333333
S064,C4,0.063125,0.06197916666666667
S064,C6,0.06208333333333333,0.0634375
S064,CP5,0.063125,0.06114583333333334
S064,CP3,0.0634375,0.06114583333333334
S064,CP1,0.064375,0.06322916666666667
S064,CPz,0.06447916666666667,0.06322916666666667
S064,CP2,0.06166666666666667,0.060833333333333336
S064,CP4,0.06322916666666667,0.060625
S064,CP6,0.065,0.061875
S064,Fp1,0.06197916666666667,0.060520833333333336
S064,Fpz,0.06364583333333333,0.060520833333333336
S064,Fp2,0.06364583333333333,0.060625
S064,AF7,0.06291666666666666,0.0603125
S064,AF3,0.06552083333333333,0.06145833333333333
S064,AFz,0.06625,0.06104166666666667
S064,AF4,0.06458333333333334,0.060520833333333336
S064,AF8,0.06635416666666667,0.06302083333333333
S064,F7,0.063125,0.0625
S064,F5,0.06395833333333334,0.06114583333333334
S064,F3,0.06614583333333333,0.060833333333333336
S064,F1,0.06302083333333333,0.061875
S064,Fz,0.06291666666666666,0.06520833333333333
S064,F2,0.064375,0.0621875
S064,F4,0.06479166666666666,0.06166666666666667
S064,F6,0.06416666666666666,0.060520833333333336
S064,F8,0.06614583333333333,0.0634375
S064,FT7,0.06739583333333334,0.06333333333333334
S064,FT8,0.0625,0.06260416666666667
S064,T7,0.06645833333333333,0.065625
S064,T8,0.06291666666666666,0.06364583333333333
S064,T9,0.06604166666666667,0.0615625
S064,T10,0.0634375,0.06520833333333333
S064,TP7,0.06541666666666666,0.06510416666666667
S064,TP8,0.06458333333333334,0.060625
S064,P7,0.06541666666666666,0.0653125
S064,P5,0.06677083333333333,0.064375
S064,P3,0.06447916666666667,0.060625
S064,P1,0.063125,0.059479166666666666
S064,Pz,0.06427083333333333,0.06041666666666667
S064,P2,0.06364583333333333,0.057604166666666665
S064,P4,0.06458333333333334,0.06145833333333333
S064,P6,0.06375,0.06114583333333334
S064,P8,0.06604166666666667,0.058333333333333334
S064,PO7,0.06666666666666667,0.057708333333333334
S064,PO3,0.06395833333333334,0.06197916666666667
S064,POz,0.06510416666666667,0.0584375
S064,PO4,0.06197916666666667,0.059895833333333336
S064,PO8,0.06354166666666666,0.06135416666666667
S064,O1,0.065625,0.05614583333333333
S064,Oz,0.06583333333333333,0.058645833333333335
S064,O2,0.06364583333333333,0.058333333333333334
S064,Iz,0.06802083333333334,0.058958333333333335
S065,FC5,0.06072916666666667,0.06177083333333333
S065,FC3,0.059166666666666666,0.057604166666666665
S065,FC1,0.06125,0.05677083333333333
S065,FCz,0.058541666666666665,0.05739583333333333
S065,FC2,0.059895833333333336,0.0575
S065,FC4,0.058333333333333334,0.0559375
S065,FC6,0.06,0.058541666666666665
S065,C5,0.0584375,0.06010416666666667
S065,C3,0.05875,0.058020833333333334
S065,C1,0.059479166666666666,0.057604166666666665
S065,Cz,0.06010416666666667,0.06104166666666667
S065,C2,0.06010416666666667,0.05645833333333333
S065,C4,0.06104166666666667,0.056354166666666664
S065,C6,0.06114583333333334,0.0575
S065,CP5,0.06458333333333334,0.05979166666666667
S065,CP3,0.06125,0.057916666666666665
S065,CP1,0.059583333333333335,0.0546875
S065,CPz,0.060833333333333336,0.05520833333333333
S065,CP2,0.059479166666666666,0.05541666666666667
S065,CP4,0.06010416666666667,0.0553125
S065,CP6,0.05979166666666667,0.05604166666666666
S065,Fp1,0.057916666666666665,0.058333333333333334
S065,Fpz,0.06166666666666667,0.056875
S065,Fp2,0.06166666666666667,0.0565625
S065,AF7,0.060520833333333336,0.05708333333333333
S065,AF3,0.059583333333333335,0.057708333333333334
S065,AFz,0.06322916666666667,0.05614583333333333
S065,AF4,0.058229166666666665,0.0565625
S065,AF8,0.060625,0.05541666666666667
S065,F7,0.063125,0.05979166666666667
S065,F5,0.059479166666666666,0.057291666666666664
S065,F3,0.058229166666666665,0.05645833333333333
S065,F1,0.059479166666666666,0.0575
S065,Fz,0.058958333333333335,0.054375
S065,F2,0.059583333333333335,0.0578125
S065,F4,0.057916666666666665,0.05614583333333333
S065,F6,0.057916666666666665,0.056875
S065,F8,0.05875,0.058125
S065,FT7,0.057916666666666665,0.058020833333333334
S065,FT8,0.06072916666666667,0.060520833333333336
S065,T7,0.058958333333333335,0.059583333333333335
S065,T8,0.060520833333333336,0.06333333333333334
S065,T9,0.06041666666666667,0.058541666666666665
S065,T10,0.06333333333333334,0.06447916666666667
S065,TP7,0.06291666666666666,0.057604166666666665
S065,TP8,0.06208333333333333,0.0621875
S065,P7,0.06260416666666667,0.05708333333333333
S065,P5,0.06,0.055
S065,P3,0.06229166666666667,0.05322916666666667
S065,P1,0.025208333333333333,0.05979166666666667
S065,Pz,0.057708333333333334,0.05322916666666667
S065,P2,0.06135416666666667,0.051145833333333335
S065,P4,0.060208333333333336,0.05385416666666667
S065,P6,0.06208333333333333,0.05260416666666667
S065,P8,0.05875,0.05677083333333333
S065,PO7,0.0615625,0.051145833333333335
S065,PO3,0.06197916666666667,0.051458333333333335
S065,POz,0.06270833333333334,0.0515625
S065,PO4,0.0584375,0.051145833333333335
S065,PO8,0.063125,0.05395833333333333
S065,O1,0.06260416666666667,0.0521875
S065,Oz,0.0634375,0.052083333333333336
S065,O2,0.06302083333333333,0.050625
S065,Iz,0.06416666666666666,0.05625
S066,FC5,0.064375,0.06354166666666666
S066,FC3,0.0665625,0.06333333333333334
S066,FC1,0.06760416666666667,0.06177083333333333
S066,FCz,0.06322916666666667,0.06177083333333333
S066,FC2,0.06520833333333333,0.06177083333333333
S066,FC4,0.06802083333333334,0.065625
S066,FC6,0.06770833333333333,0.06885416666666666
S066,C5,0.06291666666666666,0.06833333333333333
S066,C3,0.06572916666666667,0.0653125
S066,C1,0.06677083333333333,0.06635416666666667
S066,Cz,0.065,0.06177083333333333
S066,C2,0.064375,0.0615625
S066,C4,0.0659375,0.06447916666666667
S066,C6,0.0678125,0.063125
S066,CP5,0.06625,0.06541666666666666
S066,CP3,0.06708333333333333,0.0634375
S066,CP1,0.0671875,0.063125
S066,CPz,0.06552083333333333,0.0609375
S066,CP2,0.06697916666666667,0.0609375
S066,CP4,0.06604166666666667,0.0615625
S066,CP6,0.06697916666666667,0.06333333333333334
S066,Fp1,0.06791666666666667,0.063125
S066,Fpz,0.06385416666666667,0.06364583333333333
S066,Fp2,0.06885416666666666,0.06208333333333333
S066,AF7,0.065625,0.06583333333333333
S066,AF3,0.0671875,0.06552083333333333
S066,AFz,0.06458333333333334,0.06177083333333333
S066,AF4,0.0646875,0.06270833333333334
S066,AF8,0.06416666666666666,0.061875
S066,F7,0.06822916666666666,0.0634375
S066,F5,0.06666666666666667,0.06427083333333333
S066,F3,0.064375,0.06270833333333334
S066,F1,0.0634375,0.06270833333333334
S066,Fz,0.06479166666666666,0.06375
S066,F2,0.06458333333333334,0.06239583333333333
S066,F4,0.06479166666666666,0.061875
S066,F6,0.06270833333333334,0.06208333333333333
S066,F8,0.06614583333333333,0.06385416666666667
S066,FT7,0.06479166666666666,0.06322916666666667
S066,FT8,0.06635416666666667,0.06385416666666667
S066,T7,0.06479166666666666,0.06302083333333333
S066,T8,0.06364583333333333,0.06604166666666667
S066,T9,0.06239583333333333,0.06395833333333334
S066,T10,0.0659375,0.06489583333333333
S066,TP7,0.060625,0.06510416666666667
S066,TP8,0.06635416666666667,0.06635416666666667
S066,P7,0.0621875,0.06072916666666667
S066,P5,0.06552083333333333,0.059895833333333336
S066,P3,0.06489583333333333,0.06291666666666666
S066,P1,0.06510416666666667,0.0621875
S066,Pz,0.06583333333333333,0.0628125
S066,P2,0.0640625,0.0609375
S066,P4,0.0665625,0.059479166666666666
S066,P6,0.06760416666666667,0.0609375
S066,P8,0.0659375,0.06458333333333334
S066,PO7,0.065625,0.0603125
S066,PO3,0.06322916666666667,0.060208333333333336
S066,POz,0.06114583333333334,0.057604166666666665
S066,PO4,0.06479166666666666,0.058958333333333335
S066,PO8,0.06458333333333334,0.058958333333333335
S066,O1,0.06666666666666667,0.06072916666666667
S066,Oz,0.06614583333333333,0.06145833333333333
S066,O2,0.06416666666666666,0.056354166666666664
S066,Iz,0.06604166666666667,0.06416666666666666
S067,FC5,0.0634375,0.06354166666666666
S067,FC3,0.06666666666666667,0.06645833333333333
S067,FC1,0.06479166666666666,0.06614583333333333
S067,FCz,0.06625,0.06458333333333334
S067,FC2,0.0621875,0.06666666666666667
S067,FC4,0.06552083333333333,0.06572916666666667
S067,FC6,0.06395833333333334,0.06645833333333333
S067,C5,0.06614583333333333,0.06572916666666667
S067,C3,0.06625,0.06552083333333333
S067,C1,0.06395833333333334,0.06489583333333333
S067,Cz,0.06354166666666666,0.065
S067,C2,0.06583333333333333,0.065
S067,C4,0.06291666666666666,0.0678125
S067,C6,0.064375,0.0659375
S067,CP5,0.06447916666666667,0.0659375
S067,CP3,0.065,0.06708333333333333
S067,CP1,0.0646875,0.06489583333333333
S067,CPz,0.06552083333333333,0.0665625
S067,CP2,0.06291666666666666,0.06604166666666667
S067,CP4,0.064375,0.065625
S067,CP6,0.06541666666666666,0.0628125
S067,Fp1,0.06875,0.06614583333333333
S067,Fpz,0.06770833333333333,0.0671875
S067,Fp2,0.0675,0.0665625
S067,AF7,0.0653125,0.06552083333333333
S067,AF3,0.06770833333333333,0.06625
S067,AFz,0.06635416666666667,0.06395833333333334
S067,AF4,0.06729166666666667,0.06635416666666667
S067,AF8,0.068125,0.066875
S067,F7,0.0634375,0.06635416666666667
S067,F5,0.06395833333333334,0.06520833333333333
S067,F3,0.06489583333333333,0.06385416666666667
S067,F1,0.065,0.066875
S067,Fz,0.06458333333333334,0.06583333333333333
S067,F2,0.06427083333333333,0.0665625
S067,F4,0.06375,0.06604166666666667
S067,F6,0.0665625,0.06416666666666666
S067,F8,0.06677083333333333,0.06510416666666667
S067,FT7,0.06604166666666667,0.06395833333333334
S067,FT8,0.06572916666666667,0.0565625
S067,T7,0.06729166666666667,0.0678125
S067,T8,0.0678125,0.06614583333333333
S067,T9,0.06604166666666667,0.0640625
S067,T10,0.06489583333333333,0.04760416666666667
S067,TP7,0.06572916666666667,0.06395833333333334
S067,TP8,0.065625,0.059479166666666666
S067,P7,0.06677083333333333,0.0646875
S067,P5,0.06489583333333333,0.06395833333333334
S067,P3,0.06322916666666667,0.06739583333333334
S067,P1,0.06395833333333334,0.0653125
S067,Pz,0.06489583333333333,0.06395833333333334
S067,P2,0.06395833333333334,0.06458333333333334
S067,P4,0.061875,0.0653125
S067,P6,0.063125,0.063125
S067,P8,0.06625,0.06197916666666667
S067,PO7,0.0665625,0.06416666666666666
S067,PO3,0.0675,0.06395833333333334
S067,POz,0.065,0.06229166666666667
S067,PO4,0.06520833333333333,0.063125
S067,PO8,0.065,0.0653125
S067,O1,0.06541666666666666,0.06541666666666666
S067,Oz,0.06666666666666667,0.06625
S067,O2,0.065,0.06291666666666666
S067,Iz,0.06614583333333333,0.0653125
S068,FC5,0.06541666666666666,0.065
S068,FC3,0.064375,0.06447916666666667
S068,FC1,0.06489583333333333,0.06322916666666667
S068,FCz,0.06302083333333333,0.06395833333333334
S068,FC2,0.0659375,0.06458333333333334
S068,FC4,0.06375,0.06270833333333334
S068,FC6,0.06385416666666667,0.06322916666666667
S068,C5,0.0653125,0.0675
S068,C3,0.063125,0.06479166666666666
S068,C1,0.06354166666666666,0.06635416666666667
S068,Cz,0.0653125,0.06208333333333333
S068,C2,0.06614583333333333,0.06354166666666666
S068,C4,0.0640625,0.06270833333333334
S068,C6,0.06333333333333334,0.06416666666666666
S068,CP5,0.06510416666666667,0.06375
S068,CP3,0.06395833333333334,0.06125
S068,CP1,0.065625,0.06447916666666667
S068,CPz,0.06510416666666667,0.0640625
S068,CP2,0.064375,0.06177083333333333
S068,CP4,0.06166666666666667,0.0634375
S068,CP6,0.06302083333333333,0.06375
S068,Fp1,0.06541666666666666,0.06135416666666667
S068,Fpz,0.06541666666666666,0.0621875
S068,Fp2,0.065,0.064375
S068,AF7,0.06416666666666666,0.0659375
S068,AF3,0.06291666666666666,0.06395833333333334
S068,AFz,0.06291666666666666,0.06166666666666667
S068,AF4,0.06208333333333333,0.0640625
S068,AF8,0.06552083333333333,0.06229166666666667
S068,F7,0.06322916666666667,0.06708333333333333
S068,F5,0.06375,0.06333333333333334
S068,F3,0.06520833333333333,0.06375
S068,F1,0.0646875,0.06458333333333334
S068,Fz,0.06291666666666666,0.06302083333333333
S068,F2,0.06385416666666667,0.06375
S068,F4,0.063125,0.06354166666666666
S068,F6,0.0621875,0.0628125
S068,F8,0.06375,0.06416666666666666
S068,FT7,0.065625,0.06520833333333333
S068,FT8,0.06458333333333334,0.0640625
S068,T7,0.065625,0.06416666666666666
S068,T8,0.06208333333333333,0.06229166666666667
S068,T9,0.06447916666666667,0.0659375
S068,T10,0.06510416666666667,0.06583333333333333
S068,TP7,0.06479166666666666,0.06604166666666667
S068,TP8,0.06208333333333333,0.06322916666666667
S068,P7,0.06572916666666667,0.065625
S068,P5,0.06541666666666666,0.06583333333333333
S068,P3,0.06614583333333333,0.06447916666666667
S068,P1,0.065,0.06458333333333334
S068,Pz,0.06322916666666667,0.06364583333333333
S068,P2,0.063125,0.06395833333333334
S068,P4,0.0628125,0.0621875
S068,P6,0.06333333333333334,0.0628125
S068,P8,0.06145833333333333,0.0603125
S068,PO7,0.0675,0.06666666666666667
S068,PO3,0.06552083333333333,0.06447916666666667
S068,POz,0.06385416666666667,0.06375
S068,PO4,0.0653125,0.0628125
S068,PO8,0.06354166666666666,0.058854166666666666
S068,O1,0.06697916666666667,0.06625
S068,Oz,0.06697916666666667,0.0621875
S068,O2,0.0665625,0.0603125
S068,Iz,0.0671875,0.06072916666666667
S069,FC5,0.06604854672361704,0.06416666666666666
S069,FC3,0.065631836649651,0.06322916666666667
S069,FC1,0.06469423898322742,0.06114583333333334
S069,FCz,0.0645900614647359,0.0625
S069,FC2,0.06865298468590478,0.0596875
S069,FC4,0.06521512657568497,0.06166666666666667
S069,FC6,0.06792374205646422,0.06614583333333333
S069,C5,0.06854880716741327,0.06375
S069,C3,0.06854880716741327,0.06395833333333334
S069,C1,0.06636107927909157,0.06291666666666666
S069,Cz,0.06490259402021044,0.060833333333333336
S069,C2,0.06542348161266799,0.060208333333333336
S069,C4,0.0622981560579227,0.06479166666666666
S069,C6,0.0665694343160746,0.06333333333333334
S069,CP5,0.065631836649651,0.06427083333333333
S069,CP3,0.0655276591311595,0.064375
S069,CP1,0.0665694343160746,0.0628125
S069,CPz,0.06594436920512553,0.06104166666666667
S069,CP2,0.06479841650171893,0.0609375
S069,CP4,0.06302739868736326,0.0634375
S069,CP6,0.06625690176060006,0.06416666666666666
S069,Fp1,0.06750703198249818,0.06385416666666667
S069,Fpz,0.0655276591311595,0.06364583333333333
S069,Fp2,0.065631836649651,0.06510416666666667
S069,AF7,0.06677778935305761,0.06458333333333334
S069,AF3,0.06511094905719346,0.060625
S069,AFz,0.06313157620585477,0.06333333333333334
S069,AF4,0.06802791957495573,0.06125
S069,AF8,0.06896551724137931,0.06604166666666667
S069,F7,0.06834045213043026,0.06552083333333333
S069,F5,0.0665694343160746,0.0634375
S069,F3,0.06313157620585477,0.06166666666666667
S069,F1,0.06417335139076988,0.06291666666666666
S069,Fz,0.06469423898322742,0.0621875
S069,F2,0.06646525679758308,0.06239583333333333
S069,F4,0.06636107927909157,0.0628125
S069,F6,0.06740285446400666,0.06375
S069,F8,0.06469423898322742,0.06291666666666666
S069,FT7,0.06729867694551515,0.06541666666666666
S069,FT8,0.0665694343160746,0.06510416666666667
S069,T7,0.06511094905719346,0.06739583333333334
S069,T8,0.06761120950098969,0.06625
S069,T9,0.06813209709344724,0.07052083333333334
S069,T10,0.06469423898322742,0.0584375
S069,TP7,0.06823627461193875,0.06572916666666667
S069,TP8,0.06646525679758308,0.06760416666666667
S069,P7,0.06479841650171893,0.0640625
S069,P5,0.0678195645379727,0.0628125
S069,P3,0.06636107927909157,0.06229166666666667
S069,P1,0.06469423898322742,0.06177083333333333
S069,Pz,0.06698614439004064,0.06114583333333334
S069,P2,0.06396499635378686,0.0625
S069,P4,0.06511094905719346,0.06302083333333333
S069,P6,0.06584019168663402,0.06354166666666666
S069,P8,0.0645900614647359,0.06291666666666666
S069,PO7,0.0644858839462444,0.06125
S069,PO3,0.06802791957495573,0.06395833333333334
S069,POz,0.06511094905719346,0.06229166666666667
S069,PO4,0.065631836649651,0.06125
S069,PO8,0.06511094905719346,0.0584375
S069,O1,0.06406917387227837,0.0621875
S069,Oz,0.06375664131680384,0.065625
S069,O2,0.0634441087613293,0.0634375
S069,Iz,0.06698614439004064,0.0659375
S070,FC5,0.06395833333333334,0.060208333333333336
S070,FC3,0.064375,0.060520833333333336
S070,FC1,0.06770833333333333,0.060625
S070,FCz,0.06708333333333333,0.059375
S070,FC2,0.06572916666666667,0.05677083333333333
S070,FC4,0.06458333333333334,0.05739583333333333
S070,FC6,0.065625,0.059895833333333336
S070,C5,0.0640625,0.06
S070,C3,0.06427083333333333,0.06
S070,C1,0.0640625,0.05677083333333333
S070,Cz,0.06447916666666667,0.05541666666666667
S070,C2,0.064375,0.0578125
S070,C4,0.06614583333333333,0.060833333333333336
S070,C6,0.065,0.06072916666666667
S070,CP5,0.06291666666666666,0.060208333333333336
S070,CP3,0.0646875,0.06072916666666667
S070,CP1,0.06302083333333333,0.05625
S070,CPz,0.0628125,0.057291666666666664
S070,CP2,0.06333333333333334,0.0584375
S070,CP4,0.064375,0.057916666666666665
S070,CP6,0.06447916666666667,0.0575
S070,Fp1,0.0571875,0.058541666666666665
S070,Fpz,0.0525,0.0603125
S070,Fp2,0.05322916666666667,0.06041666666666667
S070,AF7,0.05552083333333333,0.058229166666666665
S070,AF3,0.06166666666666667,0.057291666666666664
S070,AFz,0.06479166666666666,0.0578125
S070,AF4,0.06270833333333334,0.06041666666666667
S070,AF8,0.0540625,0.06270833333333334
S070,F7,0.06385416666666667,0.05979166666666667
S070,F5,0.06479166666666666,0.060625
S070,F3,0.06479166666666666,0.06010416666666667
S070,F1,0.06458333333333334,0.05708333333333333
S070,Fz,0.0640625,0.059583333333333335
S070,F2,0.06625,0.058020833333333334
S070,F4,0.0625,0.0575
S070,F6,0.0634375,0.0603125
S070,F8,0.06395833333333334,0.059895833333333336
S070,FT7,0.06510416666666667,0.063125
S070,FT8,0.06489583333333333,0.06541666666666666
S070,T7,0.0646875,0.06322916666666667
S070,T8,0.06385416666666667,0.0621875
S070,T9,0.06364583333333333,0.06427083333333333
S070,T10,0.0646875,0.06541666666666666
S070,TP7,0.06322916666666667,0.06354166666666666
S070,TP8,0.06385416666666667,0.0559375
S070,P7,0.0646875,0.059270833333333335
S070,P5,0.06645833333333333,0.059166666666666666
S070,P3,0.06354166666666666,0.057291666666666664
S070,P1,0.06604166666666667,0.05614583333333333
S070,Pz,0.06489583333333333,0.05541666666666667
S070,P2,0.0640625,0.05552083333333333
S070,P4,0.06322916666666667,0.055625
S070,P6,0.06510416666666667,0.05333333333333334
S070,P8,0.06510416666666667,0.05322916666666667
S070,PO7,0.06458333333333334,0.056979166666666664
S070,PO3,0.06510416666666667,0.055625
S070,POz,0.06427083333333333,0.05395833333333333
S070,PO4,0.06385416666666667,0.051875
S070,PO8,0.0634375,0.049375
S070,O1,0.06510416666666667,0.05333333333333334
S070,Oz,0.06385416666666667,0.0540625
S070,O2,0.06447916666666667,0.050520833333333334
S070,Iz,0.06395833333333334,0.0553125
S071,FC5,0.06604166666666667,0.059895833333333336
S071,FC3,0.06625,0.0596875
S071,FC1,0.06520833333333333,0.0575
S071,FCz,0.068125,0.0584375
S071,FC2,0.06895833333333333,0.058333333333333334
S071,FC4,0.06583333333333333,0.059895833333333336
S071,FC6,0.06583333333333333,0.058333333333333334
S071,C5,0.06916666666666667,0.06385416666666667
S071,C3,0.06635416666666667,0.06208333333333333
S071,C1,0.06625,0.058020833333333334
S071,Cz,0.06541666666666666,0.05979166666666667
S071,C2,0.06510416666666667,0.057916666666666665
S071,C4,0.0671875,0.0603125
S071,C6,0.06833333333333333,0.06114583333333334
S071,CP5,0.0696875,0.0628125
S071,CP3,0.06572916666666667,0.06333333333333334
S071,CP1,0.063125,0.05875
S071,CPz,0.06302083333333333,0.058854166666666666
S071,CP2,0.06635416666666667,0.057916666666666665
S071,CP4,0.06729166666666667,0.060833333333333336
S071,CP6,0.06833333333333333,0.0609375
S071,Fp1,0.06583333333333333,0.058020833333333334
S071,Fpz,0.06416666666666666,0.056666666666666664
S071,Fp2,0.06604166666666667,0.05739583333333333
